COUNTRY,Date,Total_Cases_Country,Total_Deceased_Country,New_Confirmed_Country,New_Total_Deceased_Country,Population,Total_Mortality_Rate_Per_Capita,New_Mortality_Rate_Per_Capita,Total_Cases_Country_Per_Capita,rolling_average_confirmed,rolling_average_deceased,total_rolling_average_mortality,new_rolling_average_mortality,latitude,longitude,C1_School.closing,C1_Flag,C2_Workplace.closing,C2_Flag,C3_Cancel.public.events,C3_Flag,C4_Restrictions.on.gatherings,C4_Flag,C5_Close.public.transport,C5_Flag,C6_Stay.at.home.requirements,C6_Flag,C7_Restrictions.on.internal.movement,C7_Flag,C8_International.travel.controls,E1_Income.support,E1_Flag,E2_Debt.contract.relief,E3_Fiscal.measures,H1_Public.information.campaigns,H1_Flag,H2_Testing.policy,H3_Contact.tracing,H4_Emergency.investment.in.healthcare,H5_Investment.in.vaccines,M1_Wildcard,StringencyIndex,LegacyStringencyIndex,Oxford_Cases,Oxford_Deaths,Lagged_School_Closing_One_Week,Lagged_School_Closing_General_One_Week,Lagged_Workplace_Closing_One_Week,Lagged_Workplace_Closing_General_One_Week,Lagged_Public_Events_One_Week,Lagged_Public_Events_General_One_Week,Lagged_Gatherings_One_Week,Lagged_Gatherings_General_One_Week,Lagged_Public_Transport_One_Week,Lagged_Public_Transport_General_One_Week,Lagged_Lockdown_One_Week,Lagged_Lockdown_General_One_Week,Lagged_Internal_Movement_One_Week,Lagged_Internal_Movement_General_One_Week,Lagged_International_Travel_One_Week,Lagged_Income_Support_One_Week,Lagged_Income_Support_General_One_Week,Lagged_Debt_Relief_One_Week,Lagged_Fiscal_Measures_One_Week,Lagged_Campaign_One_Week,Lagged_Campaign_General_One_Week,Lagged_Testing_One_Week,Lagged_Tracing_One_Week,Lagged_Health_Care_One_Week,Lagged_Stringency_Index_One_Week,Lagged_Legacy_Stringency_Index_One_Week,Lagged_School_Closing_Two_Weeks,Lagged_School_Closing_General_Two_Weeks,Lagged_Workplace_Closing_Two_Weeks,Lagged_Workplace_Closing_General_Two_Weeks,Lagged_Public_Events_Two_Weeks,Lagged_Public_Events_General_Two_Weeks,Lagged_Gatherings_Two_Weeks,Lagged_Gatherings_General_Two_Weeks,Lagged_Public_Transport_Two_Weeks,Lagged_Public_Transport_General_Two_Weeks,Lagged_Lockdown_Two_Weeks,Lagged_Lockdown_General_Two_Weeks,Lagged_Internal_Movement_Two_Weeks,Lagged_Internal_Movement_General_Two_Weeks,Lagged_International_Travel_Two_Weeks,Lagged_Income_Support_Two_Weeks,Lagged_Income_Support_General_Two_Weeks,Lagged_Debt_Relief_Two_Weeks,Lagged_Fiscal_Measures_Two_Weeks,Lagged_Campaign_Two_Weeks,Lagged_Campaign_General_Two_Weeks,Lagged_Testing_Two_Weeks,Lagged_Tracing_Two_Weeks,Lagged_Health_Care_Two_Weeks,Lagged_Stringency_Index_Two_Weeks,Lagged_Legacy_Stringency_Index_Two_Weeks,Lagged_School_Closing_Three_Weeks,Lagged_School_Closing_General_Three_Weeks,Lagged_Workplace_Closing_Three_Weeks,Lagged_Workplace_Closing_General_Three_Weeks,Lagged_Public_Events_Three_Weeks,Lagged_Public_Events_General_Three_Weeks,Lagged_Gatherings_Three_Weeks,Lagged_Gatherings_General_Three_Weeks,Lagged_Public_Transport_Three_Weeks,Lagged_Public_Transport_General_Three_Weeks,Lagged_Lockdown_Three_Weeks,Lagged_Lockdown_General_Three_Weeks,Lagged_Internal_Movement_Three_Weeks,Lagged_Internal_Movement_General_Three_Weeks,Lagged_International_Travel_Three_Weeks,Lagged_Income_Support_Three_Weeks,Lagged_Income_Support_General_Three_Weeks,Lagged_Debt_Relief_Three_Weeks,Lagged_Fiscal_Measures_Three_Weeks,Lagged_Campaign_Three_Weeks,Lagged_Campaign_General_Three_Weeks,Lagged_Testing_Three_Weeks,Lagged_Tracing_Three_Weeks,Lagged_Health_Care_Three_Weeks,Lagged_Stringency_Index_Three_Weeks,Lagged_Legacy_Stringency_Index_Three_Weeks,Latitude,Longitude,prop65,propurban,popdensity,driving,walking,transit,arrivals,departures,vul_emp,GNI,health_exp,pollution,week_num,total_mortality_growth,... <- NULL,total_mortality_growth_b,new_mortality_growth,new_mortality_growth_b
Argentina,2020-03-18,79,2,11,0,45195777,4.425192203245007e-8,0,1.7479509202817777e-6,8.571428571428571,0.14285714285714285,4.1091070458703635e-8,3.1608515737464334e-9,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,NA,0,2,1,1,1,0,0,NA,49.61,62.14,79,2,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,16.67,20,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,43.21,31.96,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,1.1786549963416462,0,0.3521825181113625,0,-Inf
Argentina,2020-03-19,97,3,18,1,45195777,6.63778830486751e-8,2.2125961016225035e-8,2.146218218573828e-6,11.142857142857142,0.2857142857142857,4.7412773606196506e-8,6.321703147492867e-9,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,NA,0,2,1,1,1,0,0,NA,49.61,62.14,97,2,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,16.67,20,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,43.9,29.97,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,1.0986122886681098,1,0.3010299956639813,0.6931471805599453,0
Argentina,2020-03-20,128,3,31,0,45195777,6.63778830486751e-8,0,2.8321230100768045e-6,13.857142857142858,0.14285714285714285,5.0573625179942935e-8,3.1608515737464334e-9,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,128,3,0,NA,0,NA,2,1,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,27.78,34.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,16.77,11.75,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,0.8266785731844679,-0.5,0.109144469425068,-0.6931471805599453,NaN
Argentina,2020-03-21,158,4,30,1,45195777,8.850384406490014e-8,2.2125961016225035e-8,3.4959018405635553e-6,17.714285714285715,0.2857142857142857,5.6895328327435805e-8,6.321703147492867e-9,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,158,3,0,NA,0,NA,2,1,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,27.78,34.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,12.54,9.11,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,0.6931471805599453,0,0,0,-Inf
Argentina,2020-03-22,266,4,108,0,45195777,8.850384406490014e-8,0,5.885505630315859e-6,31.571428571428573,0.2857142857142857,6.321703147492867e-8,6.321703147492867e-9,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,225,4,0,NA,0,NA,2,1,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,27.78,34.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,8.74,6.96,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,0.6931471805599453,1,0,0.6931471805599453,0
Argentina,2020-03-23,301,4,35,0,45195777,8.850384406490014e-8,0,6.659914265883735e-6,35,0.2857142857142857,6.953873462242154e-8,6.321703147492867e-9,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,266,4,3,1,3,0,2,1,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,NA,0,2,1,1,1,0,49.61,62.14,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,10.08,8.36,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,0.6931471805599453,1,0,0.6931471805599453,0
Argentina,2020-03-24,387,6,86,2,45195777,1.327557660973502e-7,4.425192203245007e-8,8.562746913279088e-6,45.57142857142857,0.5714285714285714,8.218214091740727e-8,1.2643406294985734e-8,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,301,4,3,1,3,0,2,1,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,NA,10000000000,2,1,1,1,0,49.61,62.14,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,0,0,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,10.76,8.05,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,12,0.7731898882334817,3,0.06694678963061305,1.3862943611198906,0.47712125471966244
Argentina,2020-03-25,387,8,0,2,45195777,1.7700768812980028e-7,4.425192203245007e-8,8.562746913279088e-6,44,0.8571428571428571,1.0114725035988587e-7,1.8965109442478603e-8,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,387,6,3,1,3,0,2,1,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,NA,0,2,1,1,1,0,49.61,62.14,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,16.67,20,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,14.86,10.92,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,13,0.9007865453381899,5.000000000000001,0.16481024864599217,1.7917594692280552,0.6989700043360189
Argentina,2020-03-26,502,9,115,1,45195777,1.991336491460253e-7,2.2125961016225035e-8,1.1107232430144967e-5,57.857142857142854,0.8571428571428571,1.2011235980236447e-7,1.8965109442478603e-8,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,502,8,3,1,3,0,2,1,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,NA,0,2,1,1,1,0,49.61,62.14,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,16.67,20,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,14.58,10.53,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,13,0.9295359586241757,2.0000000000000004,0.18563657696191155,1.0986122886681098,0.3010299956639813
Argentina,2020-03-27,589,13,87,4,45195777,2.8763749321092546e-7,8.850384406490014e-8,1.3032191038556544e-5,65.85714285714286,1.4285714285714286,1.517208755398288e-7,3.1608515737464335e-8,-38.416097,-63.616672,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,0,NA,71.83,90.71,589,12,3,1,3,0,2,1,NA,NA,2,1,NA,NA,2,1,3,NA,NA,NA,0,2,1,1,1,0,71.83,90.71,0,NA,0,NA,2,1,NA,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,0,2,1,1,1,0,27.78,34.29,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,2,1,1,1,0,11.11,14.29,-38.416097,-63.616672,11.117789,91.87,16.2585101,15.45,11.3,NA,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,13,1.0986122886681098,9,0.30102999566398114,2.302585092994046,0.9542425094393249
