COUNTRY,X1,Date,Total_Case_Country,Total_Death_Country,New_Case_Country,New_Death_Country,Population,Total_Case_Rate,risktaking,Total_Mortality_Rate,New_Mortality_Rate,posrecip,RollingAverage_New_Case_Country,negrecip,RollingAverage_New_Death_Country,altruism,trust,RollingAverage_Total_Mortality_Rate,RollingAverage_New_Mortality_Rate,EIU_Democracy,longitude,C1_School.closing,C1_Flag,C2_Workplace.closing,C2_Flag,C3_Cancel.public.events,C3_Flag,C4_Restrictions.on.gatherings,C4_Flag,C5_Close.public.transport,C5_Flag,C6_Stay.at.home.requirements,C6_Flag,C7_Restrictions.on.internal.movement,C7_Flag,C8_International.travel.controls,E1_Income.support,E1_Flag,E2_Debt.contract.relief,E3_Fiscal.measures,H1_Public.information.campaigns,H1_Flag,H2_Testing.policy,H3_Contact.tracing,H4_Emergency.investment.in.healthcare,H5_Investment.in.vaccines,M1_Wildcard,StringencyIndex,LegacyStringencyIndex,Oxford_Cases,Oxford_Deaths,Latitude,Longitude,prop65,propurban,popdensity,driving,walking,transit,arrivals,departures,vul_emp,GNI,health_exp,pollution,EUI_democracy,freedom_house,cellular_sub,milex,milper,irst,pec,cinc,endocrine_deaths,blood_pressure_deaths,respiratory_deaths,govt_accountability,political_stability,govt_effectiveness,regulatory_quality,rule_of_law,control_of_corruption,isocode,patience,wm.trust,New_Case_Rate,RollingAverage_Total_Case_Country,RollingAverage_Total_Death_Country,RollingAverage_Total_Case_Rate,RollingAverage_New_Case_Rate,Total_Mortality_Rate_Growth,respiratory_deaths_rate
Canada,679,2020-03-17,478,5,63,1,37742157,1.26649E-05,0.183548152,1.32478E-07,2.64956E-08,0.196796298,57,0.022899142,0.571428571,0.229338437,0.245275036,5.29911E-08,1.51403E-08,56.130366,-106.346771,3,0,0,,2,0,,,0,,,,0,,1,,,,0,2,1,2,1,562,191,,29.77,37.38,424,4,56.130366,-106.346771,17.232007,81.411,4.075308214,67.21,65.68,40.26,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.66922E-06,251.5714286,2,6.66553E-06,1.51025E-06,1.945910149,0.000659784
Canada,693,2020-03-18,657,8,179,3,37742157,1.74076E-05,0.183548152,2.11965E-07,7.94867E-08,0.196796298,78.42857143,0.022899142,1,0.229338437,0.245275036,7.94867E-08,2.64956E-08,56.130366,-106.346771,3,0,3,0,2,0,,,0,,,,0,,3,,,,367000000,2,1,2,1,562,191,,43.26,53.81,569,8,56.130366,-106.346771,17.232007,81.411,4.075308214,63.91,62.44,35.59,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,4.74271E-06,330,3,8.74354E-06,2.07801E-06,1.945910149,0.000659784
Canada,694,2020-03-19,800,9,143,1,37742157,2.11965E-05,0.183548152,2.3846E-07,2.64956E-08,0.196796298,97.57142857,0.022899142,1.142857143,0.229338437,0.245275036,1.09767E-07,3.02807E-08,56.130366,-106.346771,3,0,3,0,2,0,,,0,,,,0,,3,,,,0,2,1,3,1,562,191,,43.26,53.81,690,9,56.130366,-106.346771,17.232007,81.411,4.075308214,62.16,60.16,31.53,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.78887E-06,427.5714286,4.142857143,1.13287E-05,2.58521E-06,1.981001469,0.000659784
Canada,655,2020-03-20,943,12,143,3,37742157,2.49853E-05,0.183548152,3.17947E-07,7.94867E-08,0.196796298,107.1428571,0.022899142,1.571428571,0.229338437,0.245275036,1.51403E-07,4.16359E-08,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,846,10,56.130366,-106.346771,17.232007,81.411,4.075308214,63.93,59.11,30.3,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.78887E-06,534.7142857,5.714285714,1.41676E-05,2.83881E-06,2.079441542,0.000659784
Canada,696,2020-03-21,1277,19,334,7,37742157,3.38348E-05,0.183548152,5.03416E-07,1.85469E-07,0.196796298,154.1428571,0.022899142,2.571428571,0.229338437,0.245275036,2.19535E-07,6.81315E-08,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,971,12,56.130366,-106.346771,17.232007,81.411,4.075308214,53.45,53.11,26.48,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,8.84952E-06,688.8571429,8.285714286,1.82517E-05,4.0841E-06,2.268683541,0.000659784
Canada,697,2020-03-22,1469,21,192,2,37742157,3.8922E-05,0.183548152,5.56407E-07,5.29911E-08,0.196796298,173.8571429,0.022899142,2.857142857,0.229338437,0.245275036,2.95236E-07,7.57016E-08,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,1302,18,56.130366,-106.346771,17.232007,81.411,4.075308214,41.73,43.54,22.26,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,5.08715E-06,862.7142857,11.14285714,2.28581E-05,4.60644E-06,2.410798678,0.000659784
Canada,685,2020-03-23,2088,25,619,4,37742157,5.53228E-05,0.183548152,6.62389E-07,1.05982E-07,0.196796298,239,0.022899142,3,0.229338437,0.245275036,3.74723E-07,7.94867E-08,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,1430,20,56.130366,-106.346771,17.232007,81.411,4.075308214,49.42,45.64,23.58,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.64008E-05,1101.714286,14.14285714,2.91905E-05,6.33244E-06,2.292534757,0.000659784
Canada,699,2020-03-24,2790,26,702,1,37742157,7.39226E-05,0.183548152,6.88885E-07,2.64956E-08,0.196796298,330.2857143,0.022899142,3,0.229338437,0.245275036,4.5421E-07,7.94867E-08,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,1646,24,56.130366,-106.346771,17.232007,81.411,4.075308214,48.66,48.44,21.68,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.85999E-05,1432,17.14285714,3.79417E-05,8.75111E-06,2.148434413,0.000659784
Canada,700,2020-03-25,3251,30,461,4,37742157,8.61371E-05,0.183548152,7.94867E-07,1.05982E-07,0.196796298,370.5714286,0.022899142,3.142857143,0.229338437,0.245275036,5.37482E-07,8.32718E-08,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,1959,27,56.130366,-106.346771,17.232007,81.411,4.075308214,47.57,49.21,20.81,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.22145E-05,1802.571429,20.28571429,4.77602E-05,9.8185E-06,1.91130462,0.000659784
Canada,701,2020-03-26,4042,38,791,8,37742157,0.000107095,0.183548152,1.00683E-06,2.11965E-07,0.196796298,463.1428571,0.022899142,4.142857143,0.229338437,0.245275036,6.47249E-07,1.09767E-07,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,3385,35,56.130366,-106.346771,17.232007,81.411,4.075308214,46.94,46.46,19.64,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.0958E-05,2265.714286,24.42857143,6.00314E-05,1.22712E-05,1.774367727,0.000659784
Canada,702,2020-03-27,4682,54,640,16,37742157,0.000124052,0.183548152,1.43076E-06,4.23929E-07,0.196796298,534.1428571,0.022899142,6,0.229338437,0.245275036,8.06222E-07,1.58973E-07,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,4018,39,56.130366,-106.346771,17.232007,81.411,4.075308214,52.63,53.57,20.16,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.69572E-05,2799.857143,30.42857143,7.41838E-05,1.41524E-05,1.672412712,0.000659784
Canada,690,2020-03-28,5576,61,894,7,37742157,0.000147739,0.183548152,1.61623E-06,1.85469E-07,0.196796298,614.1428571,0.022899142,6,0.229338437,0.245275036,9.65196E-07,1.58973E-07,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,4675,53,56.130366,-106.346771,17.232007,81.411,4.075308214,43.08,43.07,18.09,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.3687E-05,3414,36.42857143,9.04559E-05,1.62721E-05,1.480820535,0.000659784
Canada,691,2020-03-29,6280,64,704,3,37742157,0.000166392,0.183548152,1.69572E-06,7.94867E-08,0.196796298,687.2857143,0.022899142,6.142857143,0.229338437,0.245275036,1.12795E-06,1.62759E-07,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,5386,60,56.130366,-106.346771,17.232007,81.411,4.075308214,36.69,38.38,17.25,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.86529E-05,4101.285714,42.57142857,0.000108666,1.821E-05,1.34038466,0.000659784
Canada,692,2020-03-30,7398,80,1118,16,37742157,0.000196014,0.183548152,2.11965E-06,4.23929E-07,0.196796298,758.5714286,0.022899142,7.857142857,0.229338437,0.245275036,1.33613E-06,2.08179E-07,56.130366,-106.346771,3,1,3,0,2,0,,,0,,,,2,0,3,,,,0,2,1,3,1,562,191,,54.37,66.9,6255,61,56.130366,-106.346771,17.232007,81.411,4.075308214,45.01,42.36,19.58,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.9622E-05,4859.857143,50.42857143,0.000128765,2.00988E-05,1.271348207,0.000659784
Canada,706,2020-03-31,8527,101,1129,21,37742157,0.000225928,0.183548152,2.67605E-06,5.56407E-07,0.196796298,819.5714286,0.022899142,10.71428571,0.229338437,0.245275036,1.62001E-06,2.83881E-07,56.130366,-106.346771,3,1,3,0,2,1,,,0,,,,2,0,3,,,,229000000,2,1,3,1,1951,191,,57.55,71.67,7424,89,56.130366,-106.346771,17.232007,81.411,4.075308214,47.15,47.84,20.05,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.99135E-05,5679.428571,61.14285714,0.00015048,2.1715E-05,1.271631453,0.000659784
Canada,707,2020-04-01,9560,109,1033,8,37742157,0.000253298,0.183548152,2.88802E-06,2.11965E-07,0.196796298,901.2857143,0.022899142,11.28571429,0.229338437,0.245275036,1.91904E-06,2.99021E-07,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,0,3,,,,0,2,1,3,1,1951,191,,60.72,75.24,8536,96,56.130366,-106.346771,17.232007,81.411,4.075308214,48.1,49,19.54,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.73699E-05,6580.714286,72.42857143,0.00017436,2.38801E-05,1.272683946,0.000659784
Canada,695,2020-04-02,11284,139,1724,30,37742157,0.000298976,0.183548152,3.68288E-06,7.94867E-07,0.196796298,1034.571429,0.022899142,14.42857143,0.229338437,0.245275036,2.30133E-06,3.82293E-07,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,0,3,,,,0,2,1,3,1,0,0,,60.72,75.24,9595,109,56.130366,-106.346771,17.232007,81.411,4.075308214,47.17,47.09,18.77,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,4.56784E-05,7615.285714,86.85714286,0.000201771,2.74116E-05,1.268511325,0.000659784
Canada,705,2020-04-03,12437,179,1153,40,37742157,0.000329525,0.183548152,4.74271E-06,1.05982E-06,0.196796298,1107.857143,0.022899142,17.85714286,0.229338437,0.245275036,2.77446E-06,4.73135E-07,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,0,3,,,,0,2,1,3,1,70800000,0,,60.72,75.24,11268,138,56.130366,-106.346771,17.232007,81.411,4.075308214,51.71,48.68,18.88,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.05494E-05,8723.142857,104.7142857,0.000231125,2.93533E-05,1.235853536,0.000659784
Canada,709,2020-04-04,12978,218,541,39,37742157,0.00034386,0.183548152,5.77603E-06,1.03333E-06,0.196796298,1057.428571,0.022899142,22.42857143,0.229338437,0.245275036,3.36872E-06,5.94258E-07,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,0,3,,,,0,2,1,3,1,0,0,,60.72,75.24,12519,187,56.130366,-106.346771,17.232007,81.411,4.075308214,44.5,48.35,17.33,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,1.43341E-05,9780.571429,127.1428571,0.000259142,2.80172E-05,1.249957918,0.000659784
Canada,671,2020-04-05,15756,259,2778,41,37742157,0.000417464,0.183548152,6.86235E-06,1.08632E-06,0.196796298,1353.714286,0.022899142,27.85714286,0.229338437,0.245275036,4.10681E-06,7.38091E-07,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,0,3,,,,0,2,1,3,1,0,0,,60.72,75.24,13882,231,56.130366,-106.346771,17.232007,81.411,4.075308214,36.1,39.89,16.32,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,7.36047E-05,11134.28571,155,0.000295009,3.58674E-05,1.292241779,0.000659784
Canada,632,2020-04-06,16563,339,807,80,37742157,0.000438846,0.183548152,8.982E-06,2.11965E-06,0.196796298,1309.285714,0.022899142,37,0.229338437,0.245275036,5.08715E-06,9.80336E-07,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,0,3,,,,0,2,1,3,1,0,0,,60.72,75.24,15496,280,56.130366,-106.346771,17.232007,81.411,4.075308214,47.06,51.48,18.84,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.13819E-05,12443.57143,192,0.0003297,3.46903E-05,1.336937464,0.000659784
Canada,673,2020-04-07,17872,375,1309,36,37742157,0.000473529,0.183548152,9.93584E-06,9.53841E-07,0.196796298,1335,0.022899142,39.14285714,0.229338437,0.245275036,6.12426E-06,1.03711E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,16653,323,56.130366,-106.346771,17.232007,81.411,4.075308214,48.1,50.34,17.9,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.46827E-05,13778.57143,231.1428571,0.000365071,3.53716E-05,1.329822902,0.000659784
Canada,712,2020-04-08,19141,407,1269,32,37742157,0.000507152,0.183548152,1.07837E-05,8.47858E-07,0.196796298,1368.714286,0.022899142,42.57142857,0.229338437,0.245275036,7.25222E-06,1.12795E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,17883,380,56.130366,-106.346771,17.232007,81.411,4.075308214,50.81,53.06,18.1,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.36229E-05,15147.28571,273.7142857,0.000401336,3.62649E-05,1.329483955,0.000659784
Canada,713,2020-04-09,20654,503,1513,96,37742157,0.00054724,0.183548152,1.33273E-05,2.54357E-06,0.196796298,1338.571429,0.022899142,52,0.229338437,0.245275036,8.62999E-06,1.37777E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,19274,435,56.130366,-106.346771,17.232007,81.411,4.075308214,56.31,52.77,17.74,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,4.00878E-05,16485.85714,325.7142857,0.000436802,3.54662E-05,1.32175584,0.000659784
Canada,608,2020-04-10,22059,557,1405,54,37742157,0.000584466,0.183548152,1.4758E-05,1.43076E-06,0.196796298,1374.571429,0.022899142,54,0.229338437,0.245275036,1.00607E-05,1.43076E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,20748,509,56.130366,-106.346771,17.232007,81.411,4.075308214,45.48,45.36,16.45,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.72263E-05,17860.42857,379.7142857,0.000473222,3.64201E-05,1.288183537,0.000659784
Canada,609,2020-04-11,23316,654,1257,97,37742157,0.000617771,0.183548152,1.73281E-05,2.57007E-06,0.196796298,1476.857143,0.022899142,62.28571429,0.229338437,0.245275036,1.1711E-05,1.6503E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,22133,569,56.130366,-106.346771,17.232007,81.411,4.075308214,47.79,48.43,16.78,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.33049E-05,19337.28571,442,0.000512352,3.91302E-05,1.245998568,0.000659784
Canada,603,2020-04-12,24299,714,983,60,37742157,0.000643816,0.183548152,1.89178E-05,1.58973E-06,0.196796298,1220.428571,0.022899142,65,0.229338437,0.245275036,1.34333E-05,1.72221E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,23301,653,56.130366,-106.346771,17.232007,81.411,4.075308214,35.19,40.6,14.93,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,2.60451E-05,20557.71429,507,0.000544688,3.2336E-05,1.185085887,0.000659784
Canada,606,2020-04-13,25680,781,1381,67,37742157,0.000680406,0.183548152,2.0693E-05,1.7752E-06,0.196796298,1302.428571,0.022899142,63.14285714,0.229338437,0.245275036,1.51063E-05,1.67301E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,0,2,1,3,1,0,0,,63.89,80,24365,717,56.130366,-106.346771,17.232007,81.411,4.075308214,44.73,41.76,18.09,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.65904E-05,21860.14286,570.1428571,0.000579197,3.45086E-05,1.088391584,0.000659784
Canada,714,2020-04-14,27035,901,1355,120,37742157,0.000716308,0.183548152,2.38725E-05,3.17947E-06,0.196796298,1309,0.022899142,75.14285714,0.229338437,0.245275036,1.70972E-05,1.99095E-06,56.130366,-106.346771,3,1,3,1,2,1,,,0,,,,2,1,3,,,,90000000,2,1,3,1,0,0,,63.89,80,25663,780,56.130366,-106.346771,17.232007,81.411,4.075308214,52.28,50.75,18.73,21134000,26033000,10.69100039,44940,4754.947754,6.428383133,9.22,98,89.58002255,18445000,66,13507,343023,0.0091552,,2814,74705,1.52,0.99,1.72,1.67,1.77,1.87,CAN,0.718479455,0.342149435,3.59015E-05,23169.14286,645.2857143,0.00061388,3.46827E-05,1.026657238,0.000659784
