COUNTRY,X1,Date,Total_Case_Country,Total_Death_Country,New_Case_Country,New_Death_Country,Population,Total_Case_Rate,Total_Mortality_Rate,New_Case_Rate,New_Mortality_Rate,RollingAverage_New_Case_Country,RollingAverage_New_Death_Country,RollingAverage_New_Case_Rate,RollingAverage_New_Mortality_Rate,Total_Case_Rate_Growth,Total_Mortality_Rate_Growth,New_Case_Rate_Growth,New_Mortality_Rate_Growth,C1_School.closing,C2_Workplace.closing,C3_Cancel.public.events,C4_Restrictions.on.gatherings,C5_Close.public.transport,C6_Stay.at.home.requirements,C7_Restrictions.on.internal.movement,C8_International.travel.controls,E1_Income.support,E2_Debt.contract.relief,E3_Fiscal.measures,H1_Public.information.campaigns,H2_Testing.policy,H3_Contact.tracing,H4_Emergency.investment.in.healthcare,H5_Investment.in.vaccines,M1_Wildcard,StringencyIndex,LegacyStringencyIndex,Oxford_Cases,Oxford_Deaths,Latitude,Longitude,prop65,propurban,popdensity,driving,walking,transit,arrivals,departures,vul_emp,GNI,health_exp,pollution,EIU_Democracy,freedom_house,cellular_sub,milex,milper,irst,pec,cinc,endocrine_deaths,blood_pressure_deaths,respiratory_deaths,govt_accountability,political_stability,govt_effectiveness,regulatory_quality,rule_of_law,control_of_corruption,isocode,patience,risktaking,posrecip,negrecip,altruism,trust,wm.trust,respiratory_deaths_rate
Argentina,27,2020-01-11,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,,,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,28,2020-01-12,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,,,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,8,2020-01-13,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,100,100,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,9,2020-01-14,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,97.07,95.11,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,2,2020-01-15,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,102.45,101.37,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,33,2020-01-16,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,111.21,112.67,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,34,2020-01-17,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,118.45,116.72,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,35,2020-01-18,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,124.01,114.14,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,36,2020-01-19,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,95.44,84.54,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,37,2020-01-20,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,95.13,101.37,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,51,2020-01-21,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,95.42,106.12,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,11,2020-01-22,,,,,,,,,,,,,,,,,,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,0,0,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,97.66,104.91,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,
Argentina,40,2020-01-23,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,99.42,102.56,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,41,2020-01-24,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,113.34,104.88,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,42,2020-01-25,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,118.23,98.83,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,43,2020-01-26,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,91.31,73.64,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,44,2020-01-27,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,93.37,94.27,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,45,2020-01-28,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,91.12,93.86,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,46,2020-01-29,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,92.35,92.2,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,47,2020-01-30,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,96.74,96,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,48,2020-01-31,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,111.24,98.99,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,49,2020-02-01,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,123.96,97.42,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,50,2020-02-02,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,89.01,67.21,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,78,2020-02-03,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,91.66,95.18,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,52,2020-02-04,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,89.18,96.25,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,53,2020-02-05,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,94.49,100.39,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,54,2020-02-06,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,95.98,99.1,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,55,2020-02-07,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,111.12,105,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,56,2020-02-08,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,121.53,106.45,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,57,2020-02-09,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,89.23,73.12,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,58,2020-02-10,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,96.42,104.2,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,59,2020-02-11,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,96.97,105.87,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,60,2020-02-12,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,101.68,111.47,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,61,2020-02-13,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,104.9,113.2,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,62,2020-02-14,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,122.91,128.75,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,63,2020-02-15,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,127.62,103.47,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,4,2020-02-16,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,88.2,69.12,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,10,2020-02-17,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,92.28,93.42,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
Argentina,66,2020-02-18,0,0,0,0,45195777,0,0,0,0,0,0,0,0,,,,,0,0,0,,0,,0,0,,,0,2,0,0,0,0,,11.11,14.29,,,-38.416097,-63.616672,11.117789,91.87,16.2585101,98.15,111.49,,6942000,11130000,21.80499911,12390,1324.603516,13.31183395,7.02,85,132.0931513,4858000,73,4995,129377,0.0056534,,9256,186220,0.57,0.02,0.03,-0.24,-0.24,-0.08,ARG,-0.229307979,0.041503169,0.159679309,-0.140457273,0.027346682,-0.206733331,-0.022746338,0.001373432
