COUNTRY,Cause of Death,ICD_Deaths
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",9
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",252
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",16
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",12
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",94
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",6
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",4
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",6
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",4
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",43
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",7
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",290
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",6
Nicaragua,High Blood Pressure,65
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",26
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Nicaragua,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Nicaragua,High Blood Pressure,68
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",5
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",5
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",4
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",119
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",125
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",83
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",7
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",89
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",24
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",214
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",7
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",5
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",16
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",18
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",52
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",13
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",155
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",4
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",36
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",15
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",16
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",134
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",61
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",302
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Republic of Moldova,"Respiratory Diseases - e.g. Influenza, Lung Diseases",3
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",2
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
Solomon Islands,"Respiratory Diseases - e.g. Influenza, Lung Diseases",1
